Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State,Top-Bottom
7955 E Frontage Rd,Burgers,Pubs,Sandwiches,,Overland Park,7574.2823742768,Roni's Pub and Kitchen,False,$$,3.5,58,KS,5 Mile Radius
6815 W 135th St,Pizza,Sports Bars,American (Traditional),,Overland Park,4194.096469420364,Old Chicago Pizza & Taproom,False,$$,3.5,45,KS,5 Mile Radius
7030 W 105th St,Sports Bars,Chicken Wings,American (Traditional),,Overland Park,2400.4408117897524,Buffalo Wild Wings,False,$$,3.0,99,KS,2.5 Mile Radius
11563 Ash St,Sports Bars,American (New),Venues & Event Spaces,,Leawood,2597.617039864159,The Ainsworth - Kansas City,False,$$,3.5,84,KS,2.5 Mile Radius
11652 Ash St,Breweries,American (New),Bars,,Leawood,2566.077438538471,Gordon Biersch Brewery Restaurant,False,$$,3.0,132,KS,2.5 Mile Radius
1055 4th St,Bars,Seafood,American (New),,Santa Rosa,1008.0753339337678,Bird & The Bottle,False,$$,4.5,674,CA,2.5 Mile Radius
521 Adams St,Steakhouses,Bars,Seafood,,Santa Rosa,944.6627688508438,Stark's,False,$$$,4.0,1099,CA,2.5 Mile Radius
401 S A St,American (New),Breakfast & Brunch,Wine Bars,,Santa Rosa,1469.5819651081122,The Spinster Sisters,False,$$,4.0,889,CA,2.5 Mile Radius
135 4th St,Comfort Food,Bars,,,Santa Rosa,900.8861370854067,Jackson's Bar and Oven,False,$$,4.0,673,CA,2.5 Mile Radius
53 Montgomery Dr,Wine Bars,Pizza,Italian,,Santa Rosa,1276.8802990538036,Rosso Pizzeria & Wine Bar,False,$$,4.0,650,CA,2.5 Mile Radius
555 Healdsburg Ave,Cafes,Pubs,Breakfast & Brunch,,Santa Rosa,309.9991716563244,Brew,False,$,4.5,254,CA,2.5 Mile Radius
1305 Cleveland Ave,Pizza,Wine Bars,Italian,,Santa Rosa,922.0907318950967,Cibo Rustico Pizzeria,False,$$,4.5,217,CA,2.5 Mile Radius
3535 Guerneville Rd,French,Wine Bars,,,Santa Rosa,7800.594511166776,Walter Hansel Wine & Bistro,False,$$$,4.5,164,CA,5 Mile Radius
116 5th St,Pubs,British,,,Santa Rosa,892.2149755096254,Toad In the Hole Pub,False,$$,4.0,254,CA,2.5 Mile Radius
523 4th St,American (New),Bars,Gastropubs,,Santa Rosa,682.6984576575918,Belly Left Coast Kitchen & Taproom,False,$$,3.5,494,CA,2.5 Mile Radius
90 Old Courthouse Square,American (New),Cocktail Bars,,,Santa Rosa,716.0995858364212,Perch + Plow,False,$$,4.0,236,CA,2.5 Mile Radius
609 5th St,Sports Bars,American (Traditional),,,Santa Rosa,583.2539130342727,Ausiello's 5th Street Grill,False,$$,4.0,195,CA,2.5 Mile Radius
909 Village Ct,Mexican,Cocktail Bars,,,Santa Rosa,2740.76753580206,Cascabel,False,$$,4.0,161,CA,2.5 Mile Radius
115 Fourth St Railroad Sq,American (New),Desserts,Cocktail Bars,,Santa Rosa,945.1579069432942,Jack & Tony's Restaurant & Whisky Bar,False,$$,3.5,386,CA,2.5 Mile Radius
4357 Montgomery Dr,Beer Bar,Lounges,,,Santa Rosa,4125.1951013861935,Juncture Taproom & Lounge,False,$$,4.5,70,CA,5 Mile Radius
320 W 3rd St,Vietnamese,Noodles,Beer Bar,,Santa Rosa,1625.2288671458925,Pho Crazy,False,$$,4.0,143,CA,2.5 Mile Radius
2765 Yulupa Ave,Mexican,Bars,Seafood,,Santa Rosa,4816.583070578095,Los Tres Chiles,False,$$,4.0,168,CA,5 Mile Radius
456 College Ave,Breakfast & Brunch,American (Traditional),Beer Bar,,Santa Rosa,90.20506555356087,Adel's Restaurant,False,$$,3.5,214,CA,2.5 Mile Radius
614 4th St,American (New),Bars,,,Santa Rosa,699.7715472419547,Beer Baron Bar & Kitchen,False,$$,3.5,250,CA,2.5 Mile Radius
4776 Sonoma Hwy,Italian,Cocktail Bars,,,Santa Rosa,4773.408529306039,Basilico Cucina Italiana,False,$$,4.0,131,CA,5 Mile Radius
527 4th St,Irish,Pubs,,,Santa Rosa,678.505657053478,Stout Brothers Irish Pub & Restaurant,False,$$,3.5,285,CA,2.5 Mile Radius
1910 Sebastopol Rd,Cocktail Bars,Pubs,Whiskey Bars,,Santa Rosa,2929.7141140438507,Whiskey Tip,False,$$,3.5,120,CA,2.5 Mile Radius
4927 Sonoma Hwy,Beer Bar,Wine Bars,,,Santa Rosa,5017.271206670238,Rincon Valley Tap Room and Bottle Shop,False,$$,4.0,55,CA,5 Mile Radius
3215 Coffey Ln,Sports Bars,Bowling,Arcades,,Santa Rosa,3498.468403589996,Epicenter,False,$$,3.5,208,CA,2.5 Mile Radius
24 4th St,Mexican,Bars,Breakfast & Brunch,,Santa Rosa,1039.5515401233297,Chevys Fresh Mex,False,$$,3.0,302,CA,2.5 Mile Radius
170 Railroad St,Breakfast & Brunch,American (New),Bars,,Santa Rosa,1170.070653960648,Railroad Stop Bar & Kitchen,False,$$,3.5,135,CA,2.5 Mile Radius
619 4th St,Pubs,Sports Bars,Music Venues,,Santa Rosa,653.9877143290157,Sweet Spot Pub & Lounge,False,$,3.5,99,CA,2.5 Mile Radius
130 Stony Point Rd,Lounges,American (New),,,Santa Rosa,2463.0222324452693,Remy's Bar & Grill,False,$$,3.5,95,CA,2.5 Mile Radius
727 Mendocino Ave,American (Traditional),Cocktail Bars,,,Santa Rosa,88.75022594820544,Gary's at the Belvedere,False,$$,3.5,125,CA,2.5 Mile Radius
3082 Marlow Rd,Burgers,American (Traditional),Sports Bars,,Santa Rosa,3671.9748731066716,West Side Grill,False,$$,4.0,73,CA,2.5 Mile Radius
490 Mendocino Ave,Beer Bar,,,,Santa Rosa,470.0076231940404,Local Barrel,False,$,4.0,41,CA,2.5 Mile Radius
3320 Mendocino Ave,Dive Bars,,,,Santa Rosa,2714.079230083161,Wagon Wheel,False,$,4.5,34,CA,2.5 Mile Radius
3328 Yulupa Ave,American (Traditional),Sports Bars,Breakfast & Brunch,,Santa Rosa,5561.791387565093,Legends at Bennett Valley,False,$$,3.5,88,CA,5 Mile Radius
385 Aviation Blvd,Mexican,Bars,Breakfast & Brunch,,Santa Rosa,9154.254079753198,Mi Burrito Restaurant & Bar,False,$$,3.5,126,CA,7.5 Mile Radius
505 Mendocino Ave,Tacos,Cocktail Bars,,,Santa Rosa,420.48901634245516,The Tipsy Taco & Cantina,False,$$,3.5,100,CA,2.5 Mile Radius
404 Mendocino Ave,Dive Bars,,,,Santa Rosa,557.6091614322845,Kozy Kar Bar,False,$,3.5,60,CA,2.5 Mile Radius
412 Larkfield Ctr,Dive Bars,Breakfast & Brunch,Burgers,,Santa Rosa,6773.7737217433205,Final Edition Bar & Grill,False,$,4.0,31,CA,5 Mile Radius
230 Petaluma Ave,Music Venues,Pubs,American (New),,Sebastopol,10450.87119082638,HopMonk Tavern,False,$$,3.5,627,CA,7.5 Mile Radius
162 N Main St,Comfort Food,Bars,Breakfast & Brunch,,Sebastopol,10544.07232747018,Gypsy Cafe,False,$$,4.0,274,CA,7.5 Mile Radius
434 College Ave,"Beer, Wine & Spirits",Dive Bars,,,Santa Rosa,179.00280729046628,440 Club,False,$,3.5,54,CA,2.5 Mile Radius
527 Barham Ave,Dive Bars,,,,Santa Rosa,2103.0063103675066,The Zoo,False,$,4.0,30,CA,2.5 Mile Radius
5000 Roberts Lake Rd,Pubs,American (Traditional),Breweries,,Rohnert Park,9033.823107618728,Bear Republic Brewing Co.,False,$$,3.5,353,CA,7.5 Mile Radius
3215 Coffey Ln,Sports Bars,American (Traditional),Eatertainment,,Santa Rosa,3498.468403589996,Victory House,False,$$,3.0,110,CA,2.5 Mile Radius
6770 McKinley St,American (New),Italian,Bars,,Sebastopol,10254.272689154672,Zazu Kitchen & Farm,False,$$,3.0,507,CA,7.5 Mile Radius
2250 Santa Rosa Ave,American (Traditional),Sports Bars,Burgers,,Santa Rosa,3239.9217921551176,Applebee's Grill + Bar,False,$$,2.5,126,CA,2.5 Mile Radius
119 S Main St,French,Bars,,,Sebastopol,10501.749703508434,K & L Bistro,False,$$,3.5,286,CA,7.5 Mile Radius
7950 Redwood Dr,Breweries,Beer Bar,American (Traditional),,Cotati,12637.200221898524,Grav South Brew Co,False,$$,4.5,116,CA,10 Mile Radius
8757 Old Redwood Hwy,American (Traditional),Bars,Breakfast & Brunch,,Windsor,13512.447439755884,Tisza,False,$$,4.5,149,CA,10 Mile Radius
585 Montecito Ctr,Dive Bars,,,,Santa Rosa,4925.754680626702,Fiorino's,False,$,4.5,12,CA,5 Mile Radius
303 Red River St,Southern,Cocktail Bars,,,Austin,4972.460049026252,Moonshine Patio Bar & Grill,False,$$,4.5,4043,TX,5 Mile Radius
801 S Lamar Blvd,Sushi Bars,Japanese,Cocktail Bars,,Austin,5300.527965685337,Uchi,False,$$$$,4.5,2190,TX,5 Mile Radius
1201 S Lamar Blvd,American (Traditional),Bars,,,Austin,5645.918814057411,Odd Duck,False,$$$,4.5,1513,TX,5 Mile Radius
79 & 81 Rainey St,Beer Gardens,Breakfast & Brunch,Wine Bars,,Austin,5452.1850728928475,Banger's Sausage House & Beer Garden,False,$$,4.0,2096,TX,5 Mile Radius
301 E 5th St,Seafood,Steakhouses,Lounges,,Austin,4648.892386370945,Eddie V's Prime Seafood,False,$$$,4.5,1024,TX,5 Mile Radius
6555 Burnet Rd,American (New),Bars,,,Austin,4424.019234398221,Barley Swine,False,$$$,4.5,989,TX,5 Mile Radius
2438 W Anderson Ln,Burgers,Juice Bars & Smoothies,Cocktail Bars,,Austin,6294.1233538770475,Hopdoddy Burger Bar,False,$$,4.0,1635,TX,5 Mile Radius
11800 N Lamar Blvd,Greek,Wine Bars,,,Austin,11584.153542102124,Santorini Cafe,False,$$,4.5,637,TX,7.5 Mile Radius
2700 S Lamar Blvd,Pubs,American (Traditional),,,Austin,6995.408287952174,Gourdough's Public House,False,$$,4.0,1258,TX,5 Mile Radius
1417 S 1st St,Thai,Wine Bars,Cocktail Bars,,Austin,6124.851083048051,Sway,False,$$,4.0,1517,TX,5 Mile Radius
1400 S Congress Ave,Seafood,Bars,,,Austin,6181.933833006367,Perla's,False,$$$,4.0,1404,TX,5 Mile Radius
208 W 4th St,Lounges,French,Cocktail Bars,,Austin,4416.87800240762,Péché,False,$$,4.0,1024,TX,5 Mile Radius
2115 Holly St,American (New),Breakfast & Brunch,Wine Bars,,Austin,6809.025859166252,Launderette,False,$$,4.0,883,TX,5 Mile Radius
4112 Medical Pkwy,Pubs,Breweries,,,Austin,1568.2068497563118,Draught House Pub & Brewery,False,$$,4.5,554,TX,2.5 Mile Radius
9012 Research Blvd,Barbeque,Beer Bar,,,Austin,8011.3637001744055,SLAB BBQ & Beer,False,$$,4.5,692,TX,5 Mile Radius
200 E 6th St,Bars,American (New),Burgers,,Austin,4440.608780063452,Eureka!,False,$$,4.0,659,TX,5 Mile Radius
320 East 6th St,Cinema,Bars,,,Austin,4541.03859819786,Alamo Drafthouse Cinema Ritz,False,$$,4.5,542,TX,5 Mile Radius
1728 Barton Springs Rd,Tex-Mex,Mexican,Bars,,Austin,4629.629597801673,Chuy's,False,$$,4.0,933,TX,5 Mile Radius
1014 N Lamar Blvd,American (New),Wine Bars,,,Austin,3298.3336004844487,Wink,False,$$$,4.0,773,TX,2.5 Mile Radius
307 W 5th St,Cocktail Bars,Venues & Event Spaces,Music Venues,,Austin,4311.57138189728,The Roosevelt Room,False,$$,4.5,354,TX,5 Mile Radius
11721 Rock Rose,Bars,American (New),Music Venues,,Austin,11490.437211848162,Culinary Dropout,False,$$,4.0,970,TX,7.5 Mile Radius
4700 W Guadalupe St,Italian,Wine Bars,,,Austin,2600.345855816843,Mandola's Italian,False,$$,4.0,885,TX,2.5 Mile Radius
500 W 5th St,Southern,American (New),Wine Bars,,Austin,4139.907294344673,Fixe Austin's Southern House,False,$$$,4.0,597,TX,5 Mile Radius
517 E 6th St,Dive Bars,American (Traditional),Cocktail Bars,,Austin,4719.05428158575,Casino El Camino,False,$,3.5,1136,TX,5 Mile Radius
605 Brazos St,Lounges,Cocktail Bars,,,Austin,4413.0831793475945,Firehouse Lounge,False,$$,4.0,430,TX,5 Mile Radius
2316 Webberville Rd,Sandwiches,Pubs,Salad,,Austin,6233.8671832963855,Gourmands Neighborhood Pub,False,$,4.0,498,TX,5 Mile Radius
1239 E 51st St,Italian,Wine Bars,,,Austin,4875.2827658941105,Gino's Vino Osteria,False,$$$,4.5,314,TX,5 Mile Radius
4119 Guadalupe St,Wine Bars,American (New),Cocktail Bars,,Austin,2162.1258134862514,Vino Vino,False,$$,4.0,517,TX,2.5 Mile Radius
1306 E 6th St,Bars,Mexican,Gluten-Free,,Austin,5334.491178416622,Licha's Cantina,False,$$,4.0,513,TX,5 Mile Radius
1400 E 38th 1/2 St,Coffee & Tea,Breakfast & Brunch,Beer Bar,,Austin,4208.7944564887575,Cherrywood Coffeehouse,False,$,4.0,695,TX,5 Mile Radius
4710 E 5th St,French,Bars,,,Austin,7965.040051768875,Justine's Brasserie,False,$$,4.0,1014,TX,5 Mile Radius
404 E 6th St,Dive Bars,Burgers,Pizza,,Austin,4589.912872549126,The Jackalope,False,$,4.0,915,TX,5 Mile Radius
9400 B Arboretum Blvd,Seafood,Steakhouses,Lounges,,Austin,9379.277723131021,Eddie V's Prime Seafood,False,$$$,4.5,419,TX,7.5 Mile Radius
61 Rainey St,Bars,Breakfast & Brunch,Pizza,,Austin,5557.9836152044945,Craft Pride,False,$$,4.0,422,TX,5 Mile Radius
1816 E 6th St,Cocktail Bars,,,,Austin,5863.519688805323,Whisler's,False,$$,4.5,374,TX,5 Mile Radius
307 E 5th St,Russian,Middle Eastern,Bars,,Austin,4670.0733096526865,Russian House,False,$$,4.0,517,TX,5 Mile Radius
408 Josephine St,Wine Bars,,,,Austin,4810.523870779278,House Wine,False,$$,4.5,356,TX,5 Mile Radius
2700 Esperanza Xing,Bars,American (New),Golf,,Austin,11050.643044411452,Topgolf,False,$$,4.0,649,TX,7.5 Mile Radius
11800 N Lamar Blvd,Modern European,Cafes,Bars,,Austin,11584.153542102124,Balkan Cafe & Grill,False,$$,4.5,248,TX,7.5 Mile Radius
218 W 4th St,Coffee & Tea,Breakfast & Brunch,Lounges,,Austin,4400.745430034303,Halcyon,False,$$,4.0,781,TX,5 Mile Radius
1624 Barton Springs Rd,American (Traditional),Tex-Mex,Bars,,Austin,4706.837263241081,Shady Grove,False,$$,3.5,874,TX,5 Mile Radius
2027 Anchor Ln,Bars,American (Traditional),,,Austin,5556.262176222207,Contigo,False,$$,4.0,757,TX,5 Mile Radius
121 E 5th St,Beer Bar,Cocktail Bars,Dive Bars,,Austin,4541.406085473012,HandleBar,False,$$,4.5,326,TX,5 Mile Radius
1834 E Oltorf St,Coffee & Tea,Breakfast & Brunch,Beer Bar,,Austin,8423.003835014653,Café Crème,False,$,4.5,353,TX,7.5 Mile Radius
3220 Manor Rd,Beer Bar,Czech,,,Austin,5610.797086947954,Batch - Craft Beer and Kolaches,False,$,4.5,178,TX,5 Mile Radius
207 San Jacinto Blvd,Wine Bars,American (New),Breakfast & Brunch,,Austin,4813.9983573231675,MAX's Wine Dive,False,$$,3.5,912,TX,5 Mile Radius
519 W Oltorf St,Tapas Bars,Wine Bars,Spanish,,Austin,7093.149128732275,Winebelly,False,$$,4.0,360,TX,5 Mile Radius
3110 Guadalupe St,Pubs,French,Gastropubs,,Austin,1766.1107559785669,Hopfields,False,$$,4.0,435,TX,2.5 Mile Radius
514 Medina St,Sushi Bars,Japanese,Bars,,Austin,5145.53471275961,Fukumoto Sushi & Yakitori,False,$$$,4.5,330,TX,5 Mile Radius
1950 S Ih 35,"Beer, Wine & Spirits",Bars,Music Venues,,Austin,7677.977465432379,Whip In,False,$$,4.0,687,TX,5 Mile Radius
2101 W 41st St,Burgers,Beer Bar,,,Sioux Falls,2568.489681989793,TapHouse 41,False,$$,4.5,213,SD,2.5 Mile Radius
600 N Main Ave,Sandwiches,Salad,Beer Bar,,Sioux Falls,2428.9220577947635,Bread & Circus Sandwich Kitchen,False,$$,4.5,85,SD,2.5 Mile Radius
300 Cherapa Pl,American (New),Coffee & Tea,Bars,,Sioux Falls,2108.2685171346106,Ode to Food and Drinks,False,$$,4.5,98,SD,2.5 Mile Radius
1716 S Western Ave,Bars,American (Traditional),,,Sioux Falls,1231.4033752188384,Grille 26,False,$$,4.0,136,SD,2.5 Mile Radius
2527 S Shirley Ave,Indian,Bars,,,Sioux Falls,3453.266599325773,Shahi Indian Grill,False,$$,4.0,124,SD,2.5 Mile Radius
420 E 8th St,Breweries,American (New),Beer Bar,,Sioux Falls,2089.563744491574,Monk's House of Ale Repute and Gandy Dancer Brew Works,False,$$,4.0,120,SD,2.5 Mile Radius
323 S Phillips Ave,Burgers,Pubs,,,Downtown Sioux Falls,1401.7260733630067,JL Beers,False,$$,4.0,171,SD,2.5 Mile Radius
210 S Main Ave,American (Traditional),Bars,,,Sioux Falls,1532.8683084117301,Parker's Bistro,False,$$$,4.0,74,SD,2.5 Mile Radius
2507 S Shirley Ave,Steakhouses,Bars,Tapas/Small Plates,,Sioux Falls,3530.237560247418,Morries Steakhouse,False,$$$,4.0,83,SD,2.5 Mile Radius
333 S Phillips Ave,Irish Pub,,,,Sioux Falls,1378.0336963141888,The Blarney Stone Pub - Sioux Falls,False,$,4.5,42,SD,2.5 Mile Radius
2425 S Shirley Ave,Breweries,Sports Bars,,,Sioux Falls,3482.3672316305187,Hydra Beer Company,False,$$,4.5,27,SD,2.5 Mile Radius
6211 S Old Village Pl,Irish Pub,Gastropubs,,,Sioux Falls,5122.381589725603,McNally's Irish Pub,False,$$,4.0,46,SD,5 Mile Radius
214 S Phillips Ave,Bars,American (New),,,Sioux Falls,1582.3468910097934,Crawford's Bar & Grill,False,$$,3.5,77,SD,2.5 Mile Radius
196 E 6th St,Wine Bars,Cheese Shops,,,Sioux Falls,2222.6532182733467,The Market,False,$$,4.0,32,SD,2.5 Mile Radius
4701 E 54th St,Pizza,Whiskey Bars,Cocktail Bars,,Sioux Falls,6502.33037509666,The Barrel House,False,$$,4.0,61,SD,5 Mile Radius
201 N Weber Ave,Beer Bar,,,,Sioux Falls,2173.138037616613,Fernson on 8th,False,$$,4.5,15,SD,2.5 Mile Radius
201 E 11th St,Cigar Bars,,,,Sioux Falls,1557.0369034161033,Stogeez Cigar Lounge,False,$$,4.5,15,SD,2.5 Mile Radius
215 S Phillips Ave,Bars,,,,Sioux Falls,1559.5402757508718,Carpenter Bar,False,$$,4.5,10,SD,2.5 Mile Radius
2801 S Louise Ave,Mexican,Bars,Tex-Mex,,Sioux Falls,3246.861748959247,Chevys Fresh Mex,False,$$,3.5,51,SD,2.5 Mile Radius
214 E 12th St,Pubs,American (Traditional),,,Sioux Falls,1504.6046435822884,TommyJack's Pub,False,$,4.5,16,SD,2.5 Mile Radius
3512 W 74th St,Sports Bars,American (Traditional),Wraps,,Sioux Falls,5875.110256743448,Krav'n Bar & Grill,False,$$,3.0,62,SD,5 Mile Radius
3623 S Western Ave,Burgers,Beer Bar,Sandwiches,,Sioux Falls,2706.5274972472594,JL Beers,False,$,4.0,26,SD,2.5 Mile Radius
5322 W 26th St,American (Traditional),Sports Bars,,,Sioux Falls,4536.607325417401,TC's Referee Sports Bar & Grill,False,$$,4.0,30,SD,5 Mile Radius
2616 S Louise Ave,Bars,American (Traditional),,,Sioux Falls,3097.714303428303,Sickies Garage Burgers & Brews,False,$$,3.0,68,SD,2.5 Mile Radius
4601 E 41st St,Bars,American (Traditional),,,Sioux Falls,5709.821182007548,Attic Bar & Grill,False,$$,3.5,38,SD,5 Mile Radius
200 E 8th St,American (Traditional),Bars,,,Sioux Falls,1979.7602381277195,Falls Landing Restaurant,False,$$,4.0,20,SD,2.5 Mile Radius
3400 W 49th St,Sports Bars,Burgers,Pizza,,Sioux Falls,3777.8222621960413,BB's Pub N Grill,False,$$,4.0,19,SD,2.5 Mile Radius
1400 E. Robur Dr,Beer Bar,Breweries,Pubs,,Sioux Falls,8675.070988389398,Fernson Brewing Company,False,$$,4.5,10,SD,7.5 Mile Radius
1301 W 41st,Pizza,American (Traditional),Sports Bars,,Sioux Falls,2141.2723491320653,The 18th Amendment,False,$$,3.5,30,SD,2.5 Mile Radius
330 N Main Ave,Bars,Dance Clubs,American (Traditional),,Sioux Falls,2101.488146461898,Wiley's Tavern,False,$,3.0,33,SD,2.5 Mile Radius
2310 S Marion Rd,Bars,American (Traditional),Burgers,,Sioux Falls,4476.052647432271,The Sandbar & Grill,False,$$,3.0,32,SD,5 Mile Radius
449 W 69th St,Bars,American (New),,,Sioux Falls,4998.2303550761635,Tinner's Public House,False,$$,3.0,44,SD,5 Mile Radius
431 N Phillips Ave,Italian,Wine Bars,,,Sioux Falls,2252.380099757811,Luciano's North,False,$$,2.5,51,SD,2.5 Mile Radius
307 S Phillips Ave,Bars,American (Traditional),Piano Bars,,Sioux Falls,1457.6015689657129,Paramount Cocktails & Food,False,$$,3.5,18,SD,2.5 Mile Radius
4529 E 26th St,Sports Bars,American (Traditional),,,Sioux Falls,5379.291776067862,Overtime Sports Grill & Bar,False,$$,3.5,12,SD,5 Mile Radius
2601 South Louise Avenue,American (Traditional),Sports Bars,Chicken Wings,,Sioux Falls,3237.136848611521,Buffalo Wild Wings,False,$$,2.5,42,SD,2.5 Mile Radius
4001 W 41st St,Sports Bars,Burgers,American (Traditional),,Sioux Falls,4030.4358641333893,Applebee's Grill + Bar,False,$$,3.5,23,SD,5 Mile Radius
1914 S Sycamore Ave,American (Traditional),Sports Bars,,,Sioux Falls,5457.42175318962,Botski's,False,$$,4.0,9,SD,5 Mile Radius
130 S Phillips Ave,Bars,American (Traditional),,,Sioux Falls,1661.6434724003122,Pave,False,$$,3.0,19,SD,2.5 Mile Radius
909 West Avenue North,Chicken Wings,American (Traditional),Sports Bars,,Sioux Falls,2965.0029803063103,Buffalo Wild Wings,False,$$,2.5,38,SD,2.5 Mile Radius
3720 W 41st St,Bars,Tex-Mex,American (Traditional),,Sioux Falls,3552.522505419857,Chili's,False,$$,3.0,26,SD,2.5 Mile Radius
402 N Main Ave,Lounges,Venues & Event Spaces,,,Sioux Falls,2151.951376516266,Icon Lounge + Events,False,$$,3.5,9,SD,2.5 Mile Radius
900 S Marion Rd,Pubs,,,,Sioux Falls,4479.838480622229,Woody's Pub and Grill,False,$$,3.5,9,SD,5 Mile Radius
3408 S Gateway Blvd,American (New),Lounges,,,Sioux Falls,4323.542445047416,Gateway Casino & Lounge,False,$,3.0,17,SD,5 Mile Radius
5002 S Marion Rd,Bars,Karaoke,,,Sioux Falls,5672.647250805693,Billy Frogs,False,$,3.5,8,SD,5 Mile Radius
2819 E 10th St,Dive Bars,American (Traditional),,,Sioux Falls,4005.802222842306,Upper Cut,False,$,4.5,3,SD,2.5 Mile Radius
945 S Marion Rd,Dive Bars,Pool Halls,American (Traditional),,Sioux Falls,4536.702890329979,The Thirsty Duck,False,$$$$,3.5,8,SD,5 Mile Radius
98-1262 Kaahumanu St,Steakhouses,Sports Bars,American (Traditional),,Pearl City,1774.9892229478949,Cattle Company Steakhouse,False,$$,3.5,1331,HI,2.5 Mile Radius
98-199 Kamehameha Hwy,Sushi Bars,Izakaya,Bars,,Aiea,3185.520719694768,Izakaya Kei,False,$$,4.0,277,HI,2.5 Mile Radius
98-130 Pali Momi St,Tex-Mex,American (Traditional),Bars,,Aiea,3280.1998669529967,Chili's,False,$$,3.5,583,HI,2.5 Mile Radius
94-797 Lumiaina St,Tex-Mex,American (Traditional),Bars,,Waipahu,4430.164872847022,Chili's,False,$$,4.0,526,HI,5 Mile Radius
1000 Kamehameha Highway,Chicken Wings,American (Traditional),Sports Bars,,Pearl City,1200.036288821681,Buffalo Wild Wings,False,$$,2.5,842,HI,2.5 Mile Radius
50 N Hotel St,Bars,Asian Fusion,Ramen,,Honolulu,14543.51478221407,Lucky Belly,False,$$,4.5,1622,HI,10 Mile Radius
850 Kamehameha Hwy,Pubs,Whiskey Bars,,,Pearl City,766.7335537372277,eight50,False,$$,3.5,180,HI,2.5 Mile Radius
94-210 Leokane St,Japanese,Lounges,,,Waipahu,6135.718281376956,Restaurant Kuni & Lounge,False,$$,4.0,204,HI,5 Mile Radius
49 N Hotel St,Cocktail Bars,Burgers,American (New),,Honolulu,14536.558015569937,Livestock Tavern,False,$$,4.5,862,HI,10 Mile Radius
1147 Bethel St,Pizza,Irish Pub,,,Honolulu,14745.796236230131,JJ Dolan's,False,$$,4.0,1113,HI,10 Mile Radius
75 N King St,American (Traditional),Cocktail Bars,,,Honolulu,14479.541854212119,Senia,False,$$$,4.5,352,HI,10 Mile Radius
50 Sand Island Access Rd,Seafood,Poke,Tiki Bars,,Honolulu,11492.287678487915,La Mariana Sailing Club,False,$$,4.0,757,HI,7.5 Mile Radius
95-1249 Meheula Pkwy,Tex-Mex,American (Traditional),Bars,,Mililani,7149.000084035871,Chili's,False,$$,3.5,446,HI,5 Mile Radius
660 Ala Moana Blvd,Pizza,Cocktail Bars,American (New),,Honolulu,15647.055084108815,Moku Kitchen,False,$$,4.0,1397,HI,10 Mile Radius
98-151 Pali Momi St,Sports Bars,American (Traditional),,,Aiea,3361.0797582621053,Blue Tropix Bar & Grill,False,$$,3.5,142,HI,2.5 Mile Radius
500 Ala Moana Blvd,Tapas Bars,Wine Bars,Italian,,Honolulu,15382.019922071691,Vino,False,$$,4.5,477,HI,10 Mile Radius
